,Date,Price_Per_Unit,Advertising_costs,Discount,Temperature,Monthly_sales_total
0,1/4/2004,0.5103140995034993,0.6101744058609622,0.0,0.7142857142857143,0.06240274353112608
1,1/8/2004,0.880952380952381,0.47559094078705794,0.5803016858917479,0.8571428571428571,0.07010892284983794
2,1/7/2004,0.8690476190476192,0.4379104217271443,0.7570541259982253,0.5714285714285713,0.07320417252744166
3,1/9/2004,0.7380952380952379,0.5037738709562742,0.5422360248447204,0.38095238095238093,0.07378553227715108
4,1/6/2004,0.5833333333333334,0.5110867266767134,0.5962732919254659,0.19047619047619035,0.07466236724648811
5,1/5/2004,0.7619047619047621,0.8302625451838788,0.5973380656610471,0.7619047619047621,0.07714755318958888
6,1/3/2004,0.5952380952380952,0.8181863894282522,0.5053238686779059,0.7142857142857143,0.07770599842292343
7,1/10/2004,0.7380952380952379,0.6286968596971314,0.6541259982253771,0.09523809523809523,0.08404581618591961
8,1/11/2004,0.7261904761904762,0.6017317469825054,0.8262644188110027,0.9047619047619048,0.09266361587398307
9,1/12/2004,0.5714285714285715,0.6495593641171251,0.4787045252883762,0.19047619047619035,0.10046785635933436
10,1/12/2005,0.9047619047619048,0.3065134069513349,0.4727595385980479,0.4761904761904762,0.008779348717430524
11,1/1/2005,0.8452380952380952,0.29815666391031725,0.4044365572315883,0.7619047619047621,0.015814338825367757
12,1/11/2005,0.9880952380952382,0.29815666391031725,0.5758651286601597,0.6666666666666666,0.04804302996974746
13,1/8/2005,0.8452380952380952,0.3310125682026246,0.3385980479148181,0.8571428571428571,0.051998029084290964
14,1/5/2005,0.8452380952380952,0.263716744730188,0.4138420585625554,0.7619047619047621,0.053298387421704514
15,1/4/2005,0.880952380952381,0.3468908527828598,0.6286601597160604,0.23809523809523805,0.05739077259174991
16,1/2/2005,0.6785714285714285,0.6253930390619498,0.43265306122448977,0.8095238095238094,0.06021201032061724
17,1/9/2005,0.8452380952380952,0.6185585679582521,0.42324755989352253,0.6190476190476191,0.06248968753682044
18,1/6/2005,0.8333333333333334,0.6283986274755933,0.6242236024844721,0.04761904761904756,0.06493283829206102
19,1/3/2005,0.7261904761904762,0.6454826453295033,0.5451641526175687,0.2857142857142857,0.06616951048645442
20,1/7/2005,0.5952380952380952,0.6097605628547258,0.5882874889086068,0.5238095238095238,0.06654373067239727
21,1/10/2005,0.6428571428571429,0.4495422928865109,0.521206743566992,0.9047619047619048,0.07105011607794326
22,1/1/2006,0.7619047619047621,0.28970102154534016,0.3162377994676131,0.8095238095238094,0.020936463277776932
23,1/8/2006,0.7619047619047621,0.28970102154534016,0.4304347826086956,0.38095238095238093,0.035507838856173424
24,1/4/2006,0.7142857142857143,0.28970102154534016,0.2950310559006211,0.8571428571428571,0.050417031834043065
25,1/10/2006,0.880952380952381,0.3147734593972571,0.5125998225377107,0.6190476190476191,0.05414957275404392
26,1/2/2006,0.6904761904761906,0.3310125682026246,0.3878438331854481,0.4285714285714285,0.055992803272358886
27,1/3/2006,0.8690476190476192,0.5941824153281887,0.4791481810115351,0.4761904761904762,0.05803123936298976
28,1/7/2006,0.7142857142857143,0.6417817857944492,0.4551907719609583,0.8095238095238094,0.06129763156950169
29,1/12/2006,0.8571428571428571,0.5771489117273749,0.5126885536823425,0.38095238095238093,0.06461543621086102
30,1/11/2006,0.7380952380952379,0.5528413392473188,0.6196983141082519,0.7142857142857143,0.06868365565558754
31,1/6/2006,0.6309523809523809,0.5034676371535816,0.5543921916592724,0.8571428571428571,0.07004698920721303
32,1/5/2006,0.0,0.7500881386179519,0.4006211180124224,0.8095238095238094,0.20986790818910414
33,1/9/2006,0.011904761904761918,0.6286968596971314,0.4024844720496894,0.6190476190476191,0.20986790818910414
34,1/4/2007,0.880952380952381,0.3065134069513349,0.4448979591836734,0.2857142857142857,0.0
35,1/1/2007,1.0,0.29815666391031725,0.4962732919254658,0.8571428571428571,0.018376847760084414
36,1/3/2007,0.8928571428571429,0.28114419348621844,0.5563442768411713,0.19047619047619035,0.03808274759760144
37,1/10/2007,0.8571428571428571,0.27248356136276475,0.5411712511091393,0.2857142857142857,0.045458696387037145
38,1/2/2007,0.880952380952381,0.29815666391031725,0.4158828748890861,0.4761904761904762,0.0462946738492479
39,1/9/2007,0.6785714285714285,0.5770188960960241,0.48979591836734704,0.23809523809523805,0.05757610764582227
40,1/8/2007,0.9761904761904762,0.6099633755600915,0.5294587400177462,0.6666666666666666,0.05985219809281068
41,1/11/2007,0.6190476190476191,0.6167148861979771,0.509494232475599,0.04761904761904756,0.06537627164759112
42,1/12/2007,0.6666666666666666,0.619013300075437,0.6055900621118012,0.1428571428571429,0.06546409483056148
43,1/7/2007,0.8095238095238096,0.4364660595210008,0.5118012422360249,0.7619047619047621,0.07260525323425471
44,1/5/2007,0.6904761904761906,0.5152632178959096,0.7344276841171251,0.09523809523809523,0.07536178730909948
45,1/6/2007,0.7142857142857143,0.7500881386179519,0.6659272404614018,0.38095238095238093,0.08146365010478374
46,1/12/2008,0.8452380952380952,0.3065134069513349,0.3385980479148181,0.6666666666666666,0.01569908013631044
47,1/8/2008,0.9880952380952382,0.29815666391031725,0.43975155279503103,0.7619047619047621,0.024205705697635416
48,1/1/2008,0.7738095238095238,0.29815666391031725,0.3460514640638864,0.5714285714285713,0.02628761341059327
49,1/9/2008,0.7857142857142857,0.28970102154534016,0.501863354037267,0.04761904761904756,0.04049482056598641
50,1/2/2008,0.8690476190476192,0.3229391874030592,0.5078970718722271,0.7619047619047621,0.049229269598067386
51,1/10/2008,0.8452380952380952,0.6340504917018659,0.4702750665483585,0.9047619047619048,0.061546667636152526
52,1/11/2008,0.547617670891678,0.5081302371101248,0.0,0.0,0.07519979365651969
53,1/3/2008,0.7380952380952379,0.6797536236640564,0.7057675244010647,0.7619047619047621,0.08045873543309245
54,1/5/2008,0.5,0.6286968596971314,0.7310559006211179,0.8095238095238094,0.09191526870027444
55,1/4/2008,0.7500000000000001,0.6546812027217526,1.0,0.4285714285714285,0.09980588364039976
56,1/6/2008,0.48809523809523797,0.7545398252119342,0.4181011535048802,0.23809523809523805,0.10317366492609686
57,1/7/2008,0.047619047619047616,1.0000000000000002,0.4429458740017746,0.4285714285714285,0.20986790818910414
58,1/1/2009,0.8690476190476192,0.28114419348621844,0.37373558118899736,0.1428571428571429,0.04238613701160071
59,1/12/2009,0.6428571428571429,0.5325334603631717,0.6870452528837622,0.2857142857142857,0.07539253222859649
60,1/2/2009,0.6547619047619048,0.6846642507253435,0.5270629991126885,0.4761904761904762,0.07679172530093581
61,1/10/2009,0.5476190476190476,0.7891885533414011,0.5965394853593611,0.9047619047619048,0.07834687024327586
62,1/9/2009,0.6071428571428571,0.7500881386179519,0.5646850044365572,0.6190476190476191,0.08102599433373397
63,1/4/2009,0.6785714285714285,1.0000000000000002,0.6448979591836734,0.0,0.08586875596241933
64,1/7/2009,0.6309523809523809,0.5850502622236537,0.6871339840283939,0.33333333333333337,0.08710460043757534
65,1/8/2009,0.5952380952380952,0.5737089129787054,0.5882874889086068,0.7142857142857143,0.08946337657656402
66,1/11/2009,0.7619047619047621,0.5679699792507049,0.4216503992901509,0.8095238095238094,0.08949583184652682
67,1/3/2009,0.6785714285714285,0.6648159827389264,0.6285714285714286,0.6190476190476191,0.0997880121874451
68,1/5/2009,0.5595238095238094,0.9095221269300072,0.6839396628216504,0.8571428571428571,0.11407192618444545
69,1/6/2009,0.4761904761904762,0.639204255179173,0.6388642413487133,0.8095238095238094,0.13164099900003678
70,1/1/2010,0.6666666666666666,0.29815666391031725,0.5086956521739131,0.23809523809523805,0.05649264060957615
71,1/12/2010,0.6428571428571429,0.3546995271690241,0.3869565217391304,0.09523809523809523,0.057268945714329327
72,1/10/2010,0.7023809523809524,0.644400593727277,0.5421472937000887,0.7619047619047621,0.09811158404323134
73,1/2/2010,0.6428571428571429,0.8499467294323806,0.8607808340727595,0.33333333333333337,0.10391487307260766
74,1/11/2010,0.36904761904761896,0.644400593727277,0.4743566992014197,0.5238095238095238,0.10853043622032248
75,1/8/2010,0.5238095238095238,0.7365642432587258,0.6238686779059449,0.9523809523809522,0.11625230058148785
76,1/9/2010,0.6309523809523809,0.6286968596971314,0.7105590062111801,0.9047619047619048,0.1186956070573007
77,1/3/2010,0.5299895793768016,0.5563519992191894,0.0,0.6190476190476191,0.13751839866953958
78,1/6/2010,0.5595238095238094,0.9059406987994956,0.5529724933451641,0.1428571428571429,0.14303022521110248
79,1/5/2010,0.3809523809523809,0.639204255179173,0.5172138420585625,0.2857142857142857,0.15579077782976847
80,1/4/2010,0.5238095238095238,0.42138437036751375,0.6589174800354924,0.7142857142857143,0.15798600141274904
81,1/7/2010,0.5595238095238094,0.13872269560400174,0.6912156166814551,0.8095238095238094,0.17746288224359774
82,1/2/2011,0.6428571428571429,0.7319988180837971,0.7028393966282165,0.9047619047619048,0.07970596942470876
83,1/1/2011,0.5119047619047619,0.6233846167086583,0.4913930789707186,0.23809523809523805,0.08630372719276136
84,1/10/2011,0.6190476190476191,0.9578635881394556,0.7024844720496893,0.7142857142857143,0.11167062386946153
85,1/9/2011,0.3571428571428571,0.6597665863446087,0.4440993788819875,0.38095238095238093,0.13811686684139954
86,1/3/2011,0.5357142857142857,0.7589639469935443,0.6885536823425021,0.19047619047619035,0.14200242816235747
87,1/12/2011,0.6309523809523809,0.8382014424036917,0.5934338952972492,0.19047619047619035,0.14312137150620985
88,1/11/2011,0.4404761904761905,0.5445419781438385,0.5366459627329192,0.5238095238095238,0.15581502844036166
89,1/8/2011,0.6428571428571429,0.1491533914639207,0.7660159716060336,0.9047619047619048,0.1596813136034282
90,1/4/2011,0.4761904761904762,0.6895413110143618,0.6322094055013311,0.4761904761904762,0.21240577985982734
91,1/5/2011,0.4642857142857143,0.6017317469825054,0.6106477373558119,0.7619047619047621,0.21944236557675625
92,1/6/2011,0.5,0.6233846167086583,0.6559006211180124,0.7619047619047621,0.22191277375463225
93,1/7/2011,0.4523809523809523,0.1991381505202716,0.6736468500443655,0.4285714285714285,0.2448447394977277
94,1/1/2012,0.4285714285714285,0.7500881386179519,0.3905944986690328,0.09523809523809523,0.10253817389547336
95,1/12/2012,0.5238095238095238,0.4284237040503458,0.6869565217391304,0.6190476190476191,0.1804236629335174
96,1/10/2012,0.4404761904761905,0.5015982966039125,0.5558118899733806,0.38095238095238093,0.18126671350512005
97,1/2/2012,0.3214285714285714,0.5621846310171439,0.5171251109139308,0.1428571428571429,0.18677867662416225
98,1/11/2012,0.5,0.5962143958682673,0.6285714285714286,0.09523809523809523,0.1890398881460956
99,1/9/2012,0.4047619047619048,0.5203196589301944,0.6244897959183673,0.1428571428571429,0.200127589568926
100,1/8/2012,0.5,0.5563519992191894,0.6149068322981366,0.2857142857142857,0.20542642525840715
101,1/3/2012,0.34523809523809523,0.5141335302472199,0.4997338065661047,0.9047619047619048,0.2380813024170243
102,1/4/2012,0.5,0.3998402923269853,0.5875776397515527,0.8095238095238094,0.2427528312457028
103,1/7/2012,0.34523809523809523,0.218192346422869,0.6303460514640639,0.6190476190476191,0.2442251021678167
104,1/5/2012,0.261904761904762,0.218192346422869,0.5715173025732032,0.7142857142857143,0.27911301584518666
105,1/6/2012,0.5,0.24585352239090866,0.6490683229813665,0.9047619047619048,0.28098470628849626
106,1/1/2013,0.7380952380952379,0.5794021176358741,0.8176574977817214,0.4761904761904762,0.0874885447878404
107,1/2/2013,0.6190476190476191,0.3310125682026246,0.8414374445430346,0.8095238095238094,0.1582229241751249
108,1/10/2013,0.4761904761904762,0.4692628840077449,0.6388642413487133,0.9523809523809522,0.23440241583977886
109,1/12/2013,0.48809523809523797,0.33899581790788824,0.6473824312333629,0.19047619047619035,0.2537474619949853
110,1/9/2013,0.3095238095238094,0.4692628840077449,0.541259982253771,0.33333333333333337,0.2641430539677395
111,1/8/2013,0.5,0.4353944266219085,0.7925465838509317,0.5238095238095238,0.2663986822632
112,1/11/2013,0.3214285714285714,0.4284237040503458,0.5941437444543034,0.6190476190476191,0.26779526572803936
113,1/3/2013,0.34523809523809523,0.3147734593972571,0.5394853593611357,0.9047619047619048,0.2817322651414432
114,1/4/2013,0.34523809523809523,0.722779420427317,0.33504880212954746,0.09523809523809523,0.3509390495997826
115,1/5/2013,0.3095238095238094,0.6099633755600915,0.22191659272404607,0.2857142857142857,0.3668486282394364
116,1/6/2013,0.3809523809523809,0.6253930390619498,0.6955634427684118,0.5714285714285713,0.3892957235583472
117,1/7/2013,0.3333333333333333,0.6185585679582521,0.5142857142857142,0.9047619047619048,0.41813674655349575
118,1/1/2014,0.36904761904761896,0.0,0.5036379769299024,0.9047619047619048,0.16552830373808014
119,1/12/2014,0.4285714285714285,0.17956181078091227,0.7181898846495121,0.23809523809523805,0.24850862913011595
120,1/10/2014,0.5,0.6648159827389264,0.6490683229813665,0.7619047619047621,0.2945197803674057
121,1/8/2014,0.5119047619047619,0.6895413110143618,0.2422360248447205,0.6190476190476191,0.31855463015565233
122,1/2/2014,0.2857142857142858,0.639204255179173,0.18846495119787046,0.38095238095238093,0.3324582304333842
123,1/9/2014,0.2142857142857143,0.6546812027217526,0.5408163265306123,0.19047619047619035,0.3432025653014612
124,1/11/2014,0.25,0.7589639469935443,0.4621118012422361,0.04761904761904756,0.3461208619067734
125,1/3/2014,0.3214285714285714,0.6101744058609622,0.6986690328305235,0.9047619047619048,0.4179782124734491
126,1/4/2014,0.261904761904762,0.6167148861979771,0.6524401064773735,0.38095238095238093,0.4552504741250608
127,1/5/2014,0.4974067139298888,0.6454826453295033,0.0,0.1428571428571429,0.470503467509248
128,1/6/2014,0.3809523809523809,0.5034676371535816,0.0,0.4761904761904762,0.5210363527561428
129,1/7/2014,0.2857142857142858,0.4379104217271443,0.49733806566104705,0.9523809523809522,0.5608831156998656
130,1/1/2015,0.261904761904762,0.1491533914639207,0.4855368234250222,0.1428571428571429,0.24983984572350315
131,1/2/2015,0.3809523809523809,0.6417817857944492,0.7015084294587399,0.7142857142857143,0.3962456474399421
132,1/10/2015,0.16666666666666674,0.6340504917018659,0.5521739130434782,0.8095238095238094,0.403636345426317
133,1/12/2015,0.2261904761904763,0.5771489117273749,0.6372670807453416,0.8095238095238094,0.4222479616775972
134,1/9/2015,0.2261904761904763,0.6283986274755933,0.6372670807453416,0.6666666666666666,0.4397583390188846
135,1/11/2015,0.16666666666666674,0.619013300075437,0.5,0.19047619047619035,0.4584741539933895
136,1/8/2015,0.1428571428571429,0.5528413392473188,0.5212954747116237,0.33333333333333337,0.5012685124266374
137,1/4/2015,0.2261904761904763,0.4495422928865109,0.3401952085181899,0.8095238095238094,0.5429806281034617
138,1/3/2015,0.11904761904761907,0.4364660595210008,0.3114463176574978,0.9523809523809522,0.5467051556779389
139,1/5/2015,0.2261904761904763,0.5325334603631717,0.656433007985803,0.1428571428571429,0.6167820856191221
140,1/6/2015,0.0357142857142857,0.8302625451838788,0.0,0.33333333333333337,0.6752577064768855
141,1/7/2015,0.2142857142857143,0.8181863894282522,0.5972493345164153,0.4285714285714285,0.7199961800549376
142,1/1/2016,0.36904761904761896,0.6097605628547258,0.7847382431233362,0.2857142857142857,0.4820765209192056
143,1/10/2016,0.3928571428571428,0.47559094078705794,0.42236024844720504,0.7619047619047621,0.5413099184752858
144,1/2/2016,0.3095238095238094,0.5037738709562742,0.7415261756876663,0.8095238095238094,0.5728080179866056
145,1/12/2016,0.1428571428571429,0.5110867266767134,0.3961845607808341,0.6666666666666666,0.5738754274803977
146,1/9/2016,0.2142857142857143,0.5081302371101248,0.3856255545696539,0.4285714285714285,0.5798049466498124
147,1/11/2016,0.36904761904761896,0.5152632178959096,0.6910381543921916,0.19047619047619035,0.6087830699005252
148,1/8/2016,0.3214285714285714,0.6846642507253435,0.7591836734693878,0.1428571428571429,0.6721692002611012
149,1/4/2016,0.19047619047619047,0.7891885533414011,0.5837622005323869,0.7142857142857143,0.7806060988803253
150,1/5/2016,0.09523809523809523,0.7319988180837971,0.5265306122448979,0.8095238095238094,0.8367248373603003
151,1/6/2016,0.059523809523809534,0.6797536236640564,0.4968944099378882,0.9523809523809522,0.8704038614423236
152,1/7/2016,0.2261904761904763,0.7500881386179519,0.6803904170363798,1.0,1.0
153,1/3/2016,0.0,0.6233846167086583,0.453416149068323,0.23809523809523805,0.20986790818910414
